Molecule,TanimotoA,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 77,0.302282542,Cn1nc(c(c1)C(=O)/C=C/c1ccccc1C(=O)O)C,C15H14N2O3,270.28,20,11,0.13,4,4,1,75.22,72.19,1.78,1.93,2.21,1.41,2.29,1.92,-2.87,3.61E-01,1.33E-03,Soluble,-3.07,2.30E-01,8.51E-04,Soluble,-3.11,2.08E-01,7.69E-04,Soluble,High,Yes,No,No,No,No,No,No,-6.58,0,0,0,0,0,0.85,0,1,0,2.65
Molecule 78,0.304136253,CN(/C=C\C(=O)c1c(O)cc(oc1=O)C)C,C11H13NO4,223.23,16,6,0.27,3,4,1,59,70.75,1.55,1.33,0.91,-0.28,1.35,0.97,-2.14,1.61E+00,7.22E-03,Soluble,-2.42,8.54E-01,3.83E-03,Soluble,-1.91,2.78E+00,1.24E-02,Soluble,High,No,No,No,No,No,No,No,-6.72,0,0,0,0,0,0.55,0,1,1,3.31
Molecule 79,0.2461156,O=C(c1ccccc1)/C=C/1\SC(=S)NC1=O,C11H7NO2S2,249.31,16,6,0,2,2,1,70.77,103.56,1.52,2.29,1.52,0.65,3.54,1.91,-2.97,2.65E-01,1.06E-03,Soluble,-4.1,1.97E-02,7.90E-05,Moderately soluble,-3.35,1.10E-01,4.42E-04,Soluble,High,No,No,Yes,Yes,No,No,No,-6.19,0,0,0,0,0,0.55,1,2,1,2.68
Molecule 80,0.249211356,Oc1cccc(c1)C(=O)/C=C/c1cn(nc1C)C,C14H14N2O2,242.27,18,11,0.14,3,3,1,70.28,55.12,1.95,2.05,2.22,1.25,2.36,1.97,-2.89,3.14E-01,1.29E-03,Soluble,-2.84,3.53E-01,1.46E-03,Soluble,-3.17,1.63E-01,6.73E-04,Soluble,High,Yes,No,No,No,No,No,No,-6.32,0,0,0,0,0,0.55,0,1,1,2.53
Molecule 81,0.169370539,Cn1ncc(c1)/C=C/C(=O)c1ccccc1,C13H12N2O,212.25,16,11,0.08,3,2,0,63.3,34.89,2.19,2,2.21,1.57,2.35,2.06,-2.73,3.98E-01,1.88E-03,Soluble,-2.36,9.28E-01,4.37E-03,Soluble,-3.36,9.29E-02,4.38E-04,Soluble,High,Yes,No,Yes,Yes,No,No,No,-6.17,0,0,0,0,0,0.55,0,1,1,2.28
Molecule 82,0.245116572,COc1ccc(cc1)C(=O)/C=C/c1cn(nc1C)C,C15H16N2O2,256.3,19,11,0.2,4,3,0,74.75,44.12,2.65,2.37,2.52,1.51,2.89,2.39,-3.09,2.10E-01,8.19E-04,Soluble,-2.94,2.96E-01,1.16E-03,Soluble,-3.87,3.44E-02,1.34E-04,Soluble,High,Yes,No,Yes,Yes,No,No,No,-6.18,0,0,0,0,0,0.55,0,1,0,2.58
Molecule 83,0.267834793,COc1cccc(c1)C(=O)/C=C/c1cnn(c1C)C,C15H16N2O2,256.3,19,11,0.2,4,3,0,74.75,44.12,2.63,2.37,2.52,1.51,2.89,2.38,-3.09,2.10E-01,8.19E-04,Soluble,-2.94,2.96E-01,1.16E-03,Soluble,-3.87,3.44E-02,1.34E-04,Soluble,High,Yes,No,Yes,Yes,No,No,No,-6.18,0,0,0,0,0,0.55,0,1,0,2.63
Molecule 84,0.243565599,O=C(c1ccco1)/C=C/c1cnn(c1C)C,C12H12N2O2,216.24,16,10,0.17,3,3,0,60.53,48.03,2.22,1.8,2.11,0.49,2.23,1.77,-2.58,5.70E-01,2.64E-03,Soluble,-2.43,8.08E-01,3.74E-03,Soluble,-2.96,2.37E-01,1.09E-03,Soluble,High,Yes,No,Yes,Yes,No,No,No,-6.34,0,0,0,0,0,0.55,0,1,1,2.87
Molecule 85,0.337740385,Cn1nc(c(c1)/C=C/1\CCc2c(C1=O)cccc2)C,C16H16N2O,252.31,19,11,0.25,1,2,0,75.92,34.89,2.56,2.8,2.83,2.34,3.54,2.82,-3.53,7.43E-02,2.95E-04,Soluble,-3.19,1.63E-01,6.46E-04,Soluble,-4.73,4.66E-03,1.85E-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-5.85,0,0,0,0,0,0.55,0,1,0,2.79
Molecule 86,0.341947115,O=C1/C(=C/c2cnn(c2C)C)/CCc2c1cccc2,C16H16N2O,252.31,19,11,0.25,1,2,0,75.92,34.89,2.48,2.8,2.83,2.34,3.54,2.8,-3.53,7.43E-02,2.95E-04,Soluble,-3.19,1.63E-01,6.46E-04,Soluble,-4.73,4.66E-03,1.85E-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-5.85,0,0,0,0,0,0.55,0,1,0,2.78
Molecule 87,0.230769231,Fc1ccc(cc1)C(=O)/C=C/c1cn(nc1C)C,C14H13FN2O,244.26,18,11,0.14,3,3,0,68.22,34.89,2.47,2.5,3.08,2.23,3.26,2.71,-3.18,1.60E-01,6.55E-04,Soluble,-2.88,3.23E-01,1.32E-03,Soluble,-4.03,2.31E-02,9.44E-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-6.02,0,0,0,0,0,0.55,0,1,1,2.5
Molecule 88,0.189588689,CCn1ncc(c1)/C=C/C(=O)c1ccccc1,C14H14N2O,226.27,17,11,0.14,4,2,0,68.1,34.89,2.43,2.3,2.69,1.83,2.71,2.39,-2.91,2.80E-01,1.24E-03,Soluble,-2.67,4.83E-01,2.14E-03,Soluble,-3.77,3.89E-02,1.72E-04,Soluble,High,Yes,No,Yes,Yes,No,No,No,-6.05,0,0,0,0,0,0.55,0,1,1,2.42
Molecule 89,0.208040842,CCn1ncc(c1)/C=C/C(=O)c1ccc(cc1)F,C14H13FN2O,244.26,18,11,0.14,4,3,0,68.06,34.89,2.53,2.4,3.25,2.23,3.13,2.71,-3.05,2.15E-01,8.82E-04,Soluble,-2.77,4.11E-01,1.68E-03,Soluble,-4.04,2.21E-02,9.06E-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-6.09,0,0,0,0,0,0.55,0,1,1,2.43
Molecule 90,0.251709136,Oc1ccc(cc1)C(=O)/C=C/c1c(C)nn(c1C)C,C15H16N2O2,256.3,19,11,0.2,3,3,1,75.25,55.12,2.14,2.45,2.53,1.51,2.87,2.3,-3.2,1.61E-01,6.27E-04,Soluble,-3.25,1.44E-01,5.61E-04,Soluble,-3.56,7.11E-02,2.77E-04,Soluble,High,Yes,No,Yes,No,No,No,No,-6.12,0,0,0,0,0,0.55,0,1,0,2.63
Molecule 91,0.237523689,CCn1ncc(c1)/C=C/C(=O)c1ccccc1O,C14H14N2O2,242.27,18,11,0.14,4,3,1,70.13,55.12,2.22,2.5,2.4,1.25,2.23,2.12,-3.11,1.90E-01,7.85E-04,Soluble,-3.3,1.21E-01,4.98E-04,Soluble,-3.19,1.57E-01,6.47E-04,Soluble,High,Yes,No,Yes,No,No,No,No,-6,0,0,0,0,0,0.55,0,1,1,2.49
Molecule 92,0.227969349,CCn1ncc(c1)/C=C/C(=O)c1cccc(c1)O,C14H14N2O2,242.27,18,11,0.14,4,3,1,70.13,55.12,2.12,1.95,2.4,1.25,2.23,1.99,-2.76,4.22E-01,1.74E-03,Soluble,-2.73,4.49E-01,1.85E-03,Soluble,-3.19,1.57E-01,6.47E-04,Soluble,High,Yes,No,No,No,No,No,No,-6.39,0,0,0,0,0,0.55,0,1,1,2.46
Molecule 93,0.318320146,Cn1ncc(c1C)C=C1C(=O)c2c(C1=O)cccc2,C15H12N2O2,252.27,19,11,0.13,1,3,0,71.54,51.96,1.84,2.21,2.08,1.16,2.98,2.06,-3.16,1.75E-01,6.94E-04,Soluble,-2.94,2.93E-01,1.16E-03,Soluble,-4.34,1.14E-02,4.53E-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-6.27,0,0,0,0,0,0.55,1,2,0,2.61
Molecule 94,0.240402769,CCn1ncc(c1)/C=C/C(=O)c1ccc(o1)C,C13H14N2O2,230.26,17,10,0.23,4,3,0,65.33,48.03,2.73,2.1,2.59,0.76,2.59,2.15,-2.76,3.98E-01,1.73E-03,Soluble,-2.74,4.20E-01,1.82E-03,Soluble,-3.37,9.91E-02,4.31E-04,Soluble,High,Yes,No,Yes,Yes,No,No,No,-6.21,0,0,0,0,0,0.55,0,1,1,2.98
Molecule 95,0.280669145,Cc1c(/C=C/2\NC(=S)NC2=O)cnn1C,C9H10N4OS,222.27,15,5,0.22,1,2,2,67.47,91.04,1.38,0.39,-0.8,-0.29,1.73,0.48,-1.64,5.04E+00,2.27E-02,Very soluble,-1.87,3.01E+00,1.36E-02,Very soluble,-2.14,1.62E+00,7.29E-03,Soluble,High,No,No,Yes,No,No,No,No,-7.38,0,1,0,0,0,0.55,0,2,1,2.7
Molecule 96,0.279676818,FC(Oc1cccc(c1)C(=O)/C=C/c1cnn(c1C)C)F,C15H14F2N2O2,292.28,21,11,0.2,5,5,0,74.86,44.12,2.52,3.32,3.96,1.76,3.31,2.97,-3.8,4.62E-02,1.58E-04,Soluble,-3.92,3.49E-02,1.19E-04,Soluble,-4.08,2.43E-02,8.32E-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-5.73,0,0,0,0,0,0.55,0,1,0,2.69
Molecule 97,0.314530963,O=C(c1ccc2c(c1)OCCO2)/C=C/c1cnn(c1C)C,C16H16N2O3,284.31,21,11,0.25,3,4,0,79.13,53.35,2.68,2.12,2.29,1.2,3.01,2.26,-3.13,2.12E-01,7.45E-04,Soluble,-2.87,3.82E-01,1.34E-03,Soluble,-3.77,4.85E-02,1.71E-04,Soluble,High,Yes,No,Yes,Yes,No,No,No,-6.53,0,0,0,0,0,0.55,0,1,0,2.97
Molecule 98,0.304990758,Cn1nc(c(c1)/C=C/C(=O)c1ccc2c(c1)OCO2)C,C15H14N2O3,270.28,20,11,0.2,3,4,0,74.32,53.35,2.67,2.21,2.24,1.35,2.77,2.25,-3.12,2.06E-01,7.64E-04,Soluble,-2.96,2.93E-01,1.08E-03,Soluble,-3.49,8.67E-02,3.21E-04,Soluble,High,Yes,No,Yes,Yes,No,No,No,-6.38,0,0,0,0,0,0.55,0,1,0,2.83
Molecule 99,0.401296405,CCn1nc(c(c1)/C=C/C(=O)c1c(O)cc(oc1=O)C)C,C15H16N2O4,288.3,21,11,0.27,4,5,1,78.59,85.33,1.82,2.06,1.97,0.6,2.72,1.83,-3.05,2.58E-01,8.94E-04,Soluble,-3.48,9.53E-02,3.31E-04,Soluble,-3.49,9.33E-02,3.24E-04,Soluble,High,No,No,No,No,No,No,No,-6.6,0,0,0,0,0,0.55,0,1,0,3.42
Molecule 100,0.365533691,CCn1ncc(c1)/C=C/C(=O)c1c(O)cc(oc1=O)C,C14H14N2O4,274.27,20,11,0.21,4,5,1,73.63,85.33,2.56,1.66,1.66,0.34,2.21,1.69,-2.73,5.12E-01,1.87E-03,Soluble,-3.07,2.36E-01,8.60E-04,Soluble,-3.11,2.14E-01,7.80E-04,Soluble,High,No,No,No,No,No,No,No,-6.79,0,0,0,0,0,0.55,0,1,0,3.3
Molecule 101,0.351918465,Cn1ncc(c1)/C=C/C(=O)c1c(O)cc(oc1=O)C,C13H12N2O4,260.25,19,11,0.15,3,5,1,68.82,85.33,1.52,1.36,1.17,0.08,1.84,1.19,-2.54,7.49E-01,2.88E-03,Soluble,-2.75,4.58E-01,1.76E-03,Soluble,-2.71,5.11E-01,1.96E-03,Soluble,High,No,No,No,No,No,No,No,-6.92,0,0,0,0,0,0.55,0,1,0,3.22
Molecule 102,0.384934757,Cc1cc(O)c(c(=O)o1)C(=O)/C=C/c1cnn(c1C)C,C14H14N2O4,274.27,20,11,0.21,3,5,1,73.79,85.33,1.8,1.76,1.48,0.34,2.34,1.54,-2.86,3.80E-01,1.39E-03,Soluble,-3.17,1.86E-01,6.77E-04,Soluble,-3.09,2.23E-01,8.13E-04,Soluble,High,No,No,No,No,No,No,No,-6.72,0,0,0,0,0,0.55,0,1,0,3.33
Molecule 103,0.386162034,CCn1nccc1/C=C/C(=O)c1c(O)cc(oc1=O)C,C14H14N2O4,274.27,20,11,0.21,4,5,1,73.63,85.33,1.9,1.7,1.66,0.34,2.21,1.56,-2.75,4.83E-01,1.76E-03,Soluble,-3.11,2.14E-01,7.81E-04,Soluble,-3.11,2.14E-01,7.80E-04,Soluble,High,No,No,No,No,No,No,No,-6.77,0,0,0,0,0,0.55,0,1,0,3.38
Molecule 104,0.379084967,CCn1ccc(n1)/C=C/C(=O)c1c(O)cc(oc1=O)C,C14H14N2O4,274.27,20,11,0.21,4,5,1,73.63,85.33,2.09,1.7,1.66,0.34,2.21,1.6,-2.75,4.83E-01,1.76E-03,Soluble,-3.11,2.14E-01,7.81E-04,Soluble,-3.11,2.14E-01,7.80E-04,Soluble,High,No,No,No,No,No,No,No,-6.77,0,0,0,0,0,0.55,0,1,0,3.39
Molecule 105,0.302325581,Cn1nc(c(c1)/C=C/1\Cc2c(C1=O)cccc2)C,C15H14N2O,238.28,18,11,0.2,1,2,0,71.11,34.89,2.37,2.5,2.44,2.09,3.3,2.54,-3.28,1.25E-01,5.27E-04,Soluble,-2.88,3.15E-01,1.32E-03,Soluble,-4.46,8.32E-03,3.49E-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-5.98,0,0,0,0,0,0.55,0,1,1,2.64
Molecule 106,0.325045482,CCn1nc(c(c1)/C=C/1\Cc2c(C1=O)cccc2)C,C16H16N2O,252.31,19,11,0.25,2,2,0,75.92,34.89,2.68,2.8,2.92,2.34,3.67,2.88,-3.46,8.65E-02,3.43E-04,Soluble,-3.19,1.63E-01,6.46E-04,Soluble,-4.86,3.48E-03,1.38E-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-5.85,0,0,0,0,0,0.55,0,1,0,2.75
Molecule 107,0.405643739,CCn1ncc(c1C)/C=C/C(=O)c1c(O)cc(oc1=O)C,C15H16N2O4,288.3,21,11,0.27,4,5,1,78.59,85.33,2.09,2.06,1.97,0.6,2.72,1.89,-3.05,2.58E-01,8.94E-04,Soluble,-3.48,9.53E-02,3.31E-04,Soluble,-3.49,9.33E-02,3.24E-04,Soluble,High,No,No,No,No,No,No,No,-6.6,0,0,0,0,0,0.55,0,1,0,3.39
Molecule 108,0.351431981,CCn1nc(c(c1C)/C=C/1\Cc2c(C1=O)cccc2)C,C17H18N2O,266.34,20,11,0.29,2,2,0,80.89,34.89,2.83,3.2,3.23,2.58,4.17,3.2,-3.78,4.40E-02,1.65E-04,Soluble,-3.6,6.62E-02,2.49E-04,Soluble,-5.24,1.52E-03,5.70E-06,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-5.65,0,0,0,0,0,0.55,0,1,0,2.84
Molecule 109,0.320341048,CCn1nccc1/C=C/1\Cc2c(C1=O)cccc2,C15H14N2O,238.28,18,11,0.2,2,2,0,70.95,34.89,2.39,2.44,2.62,2.09,3.17,2.54,-3.17,1.59E-01,6.69E-04,Soluble,-2.82,3.64E-01,1.53E-03,Soluble,-4.47,8.00E-03,3.36E-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-6.02,0,0,0,0,0,0.55,0,1,1,2.77
Molecule 110,0.345949143,CC1=CC(=O)/C(=C(\NC2CCS(=O)(=O)C2)/C)/C(=O)O1,C12H15NO5S,285.32,19,0,0.5,2,5,1,67.87,97.92,1.61,0.52,1.15,-0.26,0.83,0.77,-1.8,4.47E+00,1.57E-02,Very soluble,-2.15,2.03E+00,7.13E-03,Soluble,-2.19,1.83E+00,6.41E-03,Soluble,High,No,No,No,No,No,No,No,-7.67,0,0,0,0,0,0.56,0,2,0,4.1
Molecule 111,0.304187192,O=C(c1cnn(c1C)C)/C=C/c1ccccc1C(=O)O,C15H14N2O3,270.28,20,11,0.13,4,4,1,75.22,72.19,1.84,1.93,2.21,1.41,2.29,1.94,-2.87,3.61E-01,1.33E-03,Soluble,-3.07,2.30E-01,8.51E-04,Soluble,-3.11,2.08E-01,7.69E-04,Soluble,High,Yes,No,No,No,No,No,No,-6.58,0,0,0,0,0,0.85,0,1,0,2.64
Molecule 112,0.263059701,C=CCNC(=O)Cc1noc(c1)c1ccc(cc1)F,C14H13FN2O2,260.26,19,11,0.14,6,4,1,68.62,55.13,2.5,2.02,2.75,1.79,3.44,2.5,-2.76,4.54E-01,1.74E-03,Soluble,-2.81,4.08E-01,1.57E-03,Soluble,-5.29,1.32E-03,5.08E-06,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-6.45,0,0,0,0,0,0.55,0,1,0,2.77
Molecule 113,0.294697904,C=CCNC(=O)Cc1noc(c1)c1cccc(c1)OC,C15H16N2O3,272.3,20,11,0.2,7,4,1,75.15,64.36,2.67,1.89,2.19,1.08,3.06,2.18,-2.66,5.90E-01,2.17E-03,Soluble,-2.86,3.72E-01,1.37E-03,Soluble,-5.14,1.98E-03,7.26E-06,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-6.62,0,0,0,0,0,0.55,0,1,0,2.87
Molecule 114,0.306273063,N#Cc1ccsc1NC(=O)c1onc(c1)C,C10H7N3O2S,233.25,16,10,0.1,3,4,1,58.28,107.16,1.8,2.22,1.98,0.03,2.6,1.73,-2.95,2.62E-01,1.12E-03,Soluble,-4.11,1.83E-02,7.85E-05,Moderately soluble,-3.51,7.27E-02,3.12E-04,Soluble,High,No,No,Yes,No,No,No,No,-6.15,0,0,0,0,0,0.55,0,0,1,2.76
Molecule 115,0.353945819,C#CCSc1nnc(n1C)c1cn(nc1OC)C,C11H13N5OS,263.32,18,10,0.36,4,4,0,69.76,83.06,2.44,0.66,1.03,1.48,0.98,1.32,-2.04,2.43E+00,9.22E-03,Soluble,-1.98,2.76E+00,1.05E-02,Very soluble,-2.07,2.24E+00,8.51E-03,Soluble,High,No,No,No,No,No,No,No,-7.44,0,0,0,0,0,0.55,0,1,0,3.11
Molecule 116,0.372215709,COC(=O)CSc1nnc(n1C)c1cn(nc1OC)C,C11H15N5O3S,297.33,20,10,0.45,6,6,0,72.88,109.36,2.16,0.47,0.49,0.7,0.28,0.82,-1.95,3.31E+00,1.11E-02,Very soluble,-2.34,1.37E+00,4.62E-03,Soluble,-2.05,2.64E+00,8.87E-03,Soluble,High,No,No,No,No,No,No,No,-7.78,0,0,0,0,0,0.55,0,0,0,3.18
Molecule 117,0.247959824,C=CCNC(=O)Cc1csc(n1)NC(=O)OC,C10H13N3O3S,255.29,17,5,0.3,8,4,2,64.62,108.56,1.53,0.76,0.98,-0.12,1.79,0.99,-1.59,6.54E+00,2.56E-02,Very soluble,-2.62,6.13E-01,2.40E-03,Soluble,-2.68,5.30E-01,2.07E-03,Soluble,High,No,No,No,No,No,No,No,-7.32,0,0,0,0,0,0.55,0,1,1,2.86
Molecule 118,0.257196496,CCOC(=O)Nc1nc(cs1)CC(=O)NCC=C,C11H15N3O3S,269.32,18,5,0.36,9,4,2,69.43,108.56,1.98,1.13,1.37,0.17,2.17,1.36,-1.83,3.95E+00,1.47E-02,Very soluble,-3,2.67E-01,9.92E-04,Soluble,-3.08,2.22E-01,8.24E-04,Soluble,High,No,No,No,No,No,No,No,-7.14,0,0,0,0,0,0.55,0,1,1,3
Molecule 119,0.189154293,C=CCNS(=O)(=O)CCCOc1ccc2c(c1)OCO2,C13H17NO5S,299.34,20,6,0.38,8,6,1,74.32,82.24,2.58,1.81,2.37,0.41,1.69,1.77,-2.53,8.83E-01,2.95E-03,Soluble,-3.16,2.09E-01,6.97E-04,Soluble,-3.92,3.57E-02,1.19E-04,Soluble,High,No,No,Yes,Yes,No,No,No,-6.84,0,0,0,0,0,0.55,0,1,1,3.22
Molecule 120,0.147347741,C=CCNS(=O)(=O)CCCOc1ccc(cc1)F,C12H16FNO3S,273.32,18,6,0.33,8,5,1,68.22,63.78,2.19,2.1,3.2,1.63,2.13,2.25,-2.58,7.25E-01,2.65E-03,Soluble,-3.07,2.33E-01,8.52E-04,Soluble,-4.46,9.50E-03,3.48E-05,Moderately soluble,High,Yes,No,No,Yes,No,No,No,-6.48,0,0,0,0,0,0.55,0,1,1,2.71
Molecule 121,0.130204891,CN1CCC(CC1)CNC(=O)C(=O)NC1CCCC1,C14H25N3O2,267.37,19,0,0.86,6,3,2,78,61.44,2.58,1.3,0.12,0.63,1.01,1.13,-1.92,3.21E+00,1.20E-02,Very soluble,-2.19,1.72E+00,6.45E-03,Soluble,-2.33,1.26E+00,4.72E-03,Soluble,High,No,Yes,No,No,No,No,No,-7.01,0,0,0,0,0,0.55,0,1,0,2.09
Molecule 122,0.207843137,CN1CCC(CC1)CNC(=O)C(=O)Nc1ccc(cc1)C,C16H23N3O2,289.37,21,6,0.5,6,3,2,87.07,61.44,2.99,1.96,0.82,1.13,1.68,1.71,-2.68,5.99E-01,2.07E-03,Soluble,-2.88,3.86E-01,1.33E-03,Soluble,-4.07,2.49E-02,8.61E-05,Moderately soluble,High,No,No,No,No,No,No,No,-6.67,0,0,0,0,0,0.55,0,1,0,2.01
Molecule 123,0.103792415,CCCNC(=O)C(=O)NCC1CCN(CC1)C,C12H23N3O2,241.33,17,0,0.83,7,3,2,70.5,61.44,2.73,0.93,-0.41,0.09,0.72,0.81,-1.46,8.36E+00,3.47E-02,Very soluble,-1.81,3.77E+00,1.56E-02,Very soluble,-2.37,1.03E+00,4.26E-03,Soluble,High,No,Yes,No,No,No,No,No,-7.11,0,1,0,0,0,0.55,0,1,1,1.88
Molecule 124,0.115461181,C=CCNC(=O)C(=O)NCC1CCN(CC1)C,C12H21N3O2,239.31,17,0,0.67,7,3,2,70.02,61.44,2.65,0.68,-0.63,0,0.71,0.68,-1.29,1.23E+01,5.13E-02,Very soluble,-1.55,6.79E+00,2.84E-02,Very soluble,-2.02,2.26E+00,9.44E-03,Soluble,High,No,No,No,No,No,No,No,-7.28,0,1,0,0,0,0.55,0,2,1,2.15
Molecule 125,0.251903553,CN1CCC(CC1)CNC(=O)C(=O)Nc1noc(c1)C,C13H20N4O3,280.32,20,5,0.62,6,5,2,77.13,87.47,2.22,0.77,-0.19,0.01,0.52,0.67,-1.85,3.94E+00,1.41E-02,Very soluble,-2.19,1.82E+00,6.50E-03,Soluble,-2.91,3.45E-01,1.23E-03,Soluble,High,No,Yes,No,No,No,No,No,-7.46,0,0,0,0,0,0.55,0,1,0,2.91
Molecule 126,0.125165563,COCCNC(=O)C(=O)NCC1CCN(CC1)C,C12H23N3O3,257.33,18,0,0.83,8,4,2,71.58,70.67,2.19,-0.11,-1.17,-0.72,0.28,0.09,-0.84,3.74E+01,1.45E-01,Very soluble,-0.92,3.09E+01,1.20E-01,Very soluble,-2.11,2.01E+00,7.80E-03,Soluble,High,No,Yes,No,No,No,No,No,-7.95,0,1,0,0,0,0.55,0,1,1,2.16
Molecule 127,0.217809097,CN1CCC(CC1)CNC(=O)C(=O)Nc1ccon1,C12H18N4O3,266.3,19,5,0.58,6,5,2,72.16,87.47,1.75,0.37,-0.5,-0.26,0.02,0.28,-1.52,7.99E+00,3.00E-02,Very soluble,-1.77,4.50E+00,1.69E-02,Very soluble,-2.53,7.91E-01,2.97E-03,Soluble,High,No,Yes,No,No,No,No,No,-7.66,0,1,0,0,0,0.55,0,1,0,2.75
Molecule 128,0.194948187,CN1CCC(CC1)CNC(=O)C(=O)NCc1cccs1,C14H21N3O2S,295.4,20,5,0.57,7,3,2,83.25,89.68,3.02,1.24,0.29,0.4,2.17,1.42,-2.18,1.97E+00,6.67E-03,Soluble,-2.72,5.61E-01,1.90E-03,Soluble,-3.35,1.32E-01,4.48E-04,Soluble,High,No,Yes,No,No,No,No,No,-7.22,0,0,0,0,0,0.55,0,1,0,2.46
Molecule 129,0.228442728,CN1CCC(CC1)CNC(=O)C(=O)Nc1ccccc1F,C15H20FN3O2,293.34,21,6,0.47,6,4,2,82.06,61.44,3.03,1.69,1.07,1.27,1.59,1.73,-2.54,8.48E-01,2.89E-03,Soluble,-2.6,7.45E-01,2.54E-03,Soluble,-3.96,3.25E-02,1.11E-04,Soluble,High,Yes,No,No,No,No,No,No,-6.89,0,0,0,0,0,0.55,0,1,0,2.22
Molecule 130,0.205345502,CN1CCC(CC1)CNC(=O)C(=O)Nc1ccc(cc1)F,C15H20FN3O2,293.34,21,6,0.47,6,4,2,82.06,61.44,2.65,1.69,1.07,1.27,1.59,1.65,-2.54,8.48E-01,2.89E-03,Soluble,-2.6,7.45E-01,2.54E-03,Soluble,-3.96,3.25E-02,1.11E-04,Soluble,High,Yes,No,No,No,No,No,No,-6.89,0,0,0,0,0,0.55,0,1,0,2.05
Molecule 131,0.211513583,CN1CCC(CC1)CNC(=O)C(=O)Nc1cccc(c1)F,C15H20FN3O2,293.34,21,6,0.47,6,4,2,82.06,61.44,2.69,1.69,1.07,1.27,1.59,1.66,-2.54,8.48E-01,2.89E-03,Soluble,-2.6,7.45E-01,2.54E-03,Soluble,-3.96,3.25E-02,1.11E-04,Soluble,High,Yes,No,No,No,No,No,No,-6.89,0,0,0,0,0,0.55,0,1,0,2.13
Molecule 132,0.137681159,CN1CCC(CC1)CNC(=O)C(=O)NC1CCCCCC1,C16H29N3O2,295.42,21,0,0.88,6,3,2,87.61,61.44,3.28,2.39,0.9,1.13,1.51,1.84,-2.78,4.89E-01,1.65E-03,Soluble,-3.32,1.41E-01,4.77E-04,Soluble,-2.87,3.95E-01,1.34E-03,Soluble,High,Yes,Yes,No,No,No,No,No,-6.41,0,0,0,0,0,0.55,0,1,0,2.38
Molecule 133,0.187253614,CN1CCC(CC1)CNC(=O)C(=O)Nc1ccccc1,C15H21N3O2,275.35,20,6,0.47,6,3,2,82.1,61.44,2.61,1.59,0.51,0.88,1.16,1.35,-2.37,1.16E+00,4.22E-03,Soluble,-2.49,8.88E-01,3.23E-03,Soluble,-3.68,5.71E-02,2.07E-04,Soluble,High,No,No,No,No,No,No,No,-6.85,0,0,0,0,0,0.55,0,1,0,1.95
Molecule 134,0.103792415,CCNC(=O)C(=O)NCC1CCN(CC1)C,C11H21N3O2,227.3,16,0,0.82,6,3,2,65.69,61.44,2.54,0.4,-0.8,-0.19,0.33,0.46,-1.11,1.78E+01,7.85E-02,Very soluble,-1.26,1.26E+01,5.54E-02,Very soluble,-1.97,2.45E+00,1.08E-02,Soluble,High,No,No,No,No,No,No,No,-7.4,0,1,0,0,0,0.55,0,1,1,1.78
Molecule 135,0.113470471,CN1CCC(CC1)CNC(=O)C(=O)NC(C)C,C12H23N3O2,241.33,17,0,0.83,6,3,2,70.5,61.44,2.74,0.83,-0.41,0.09,0.55,0.76,-1.46,8.31E+00,3.44E-02,Very soluble,-1.7,4.78E+00,1.98E-02,Very soluble,-2,2.43E+00,1.01E-02,Soluble,High,No,No,No,No,No,No,No,-7.18,0,1,0,0,0,0.55,0,1,1,1.88
